date,competition,home_team,away_team,home_goals,away_goals,home_before,away_before,penalty_home,penalty_away,exp_home,exp_away,delta_home,delta_away,home_after,away_after
1997-08-30,ligue-2,FC Lorient,FC Martigues,5,1,1439.99,1389.96,0,0,0.5715,0.4285,12.86,-12.86,1452.84,1377.11
1997-09-03,ligue-2,Nîmes Olympique,Red Star FC,2,2,1400.62,1398.81,0,0,0.5026,0.4974,-0.08,0.08,1400.54,1398.88
1997-09-03,ligue-2,Chamois Niortais,ES Wasquehal,3,1,1388.3,1370.88,0,0,0.525,0.475,14.25,-14.25,1402.55,1356.63
1997-09-03,ligue-2,AS Saint-Étienne,ESTAC Troyes,1,1,1362.32,1449.99,0,0,0.3764,0.6236,3.71,-3.71,1366.03,1446.28
1997-09-03,ligue-2,FC Sochaux,Le Mans FC,0,2,1410.89,1370.57,0,0,0.5578,0.4422,-16.73,16.73,1394.16,1387.3
1997-09-03,ligue-2,AS Beauvais,FC Lorient,1,1,1395.81,1452.84,0,0,0.4186,0.5814,2.44,-2.44,1398.25,1450.4
1997-09-03,ligue-2,SC Toulon,Amiens SC,1,1,1347.79,1422.95,0,0,0.3935,0.6065,3.2,-3.2,1350.99,1419.76
1997-09-03,ligue-2,Stade Lavallois,SM Caen,0,2,1418.29,1393.42,0,0,0.5357,0.4643,-16.07,16.07,1402.22,1409.5
1997-09-03,ligue-2,Lille OSC,FC Gueugnon,2,0,1427.36,1383.27,0,0,0.5631,0.4369,13.11,-13.11,1440.47,1370.17
1997-09-03,ligue-2,Louhans-Cuiseaux,FC Mulhouse,0,0,1387.91,1384.13,0,0,0.5054,0.4946,-0.16,0.16,1387.75,1384.3
1997-09-03,ligue-2,FC Martigues,ASOA Valence,2,0,1377.11,1430.0,0,0,0.4245,0.5755,17.27,-17.27,1394.37,1412.73
1997-09-03,ligue-2,OGC Nice,AS Nancy Lorraine,1,1,1414.62,1412.12,0,0,0.5036,0.4964,-0.11,0.11,1414.51,1412.23
1997-09-04,ligue-1,Olympique Marseille,Olympique Lyonnais,1,0,1609.52,1586.23,0,0,0.5335,0.4665,14.0,-14.0,1623.52,1572.24
1997-09-04,ligue-1,Havre AC,Toulouse FC,1,1,1569.41,1611.31,0,0,0.44,0.56,1.8,-1.8,1571.21,1609.51
1997-09-05,national,FC Istres,Étoile FC,2,2,1188.58,1156.3,0,0,0.5463,0.4537,-1.39,1.39,1187.19,1157.69
1997-09-05,national,US Lusitanos de Saint-Maur,AC Ajaccio,1,1,1214.55,1227.38,0,0,0.4815,0.5185,0.55,-0.55,1215.11,1226.83
1997-09-05,national,US Raon l'Etape,Stade Poitevin,1,1,1199.95,1215.05,0,0,0.4783,0.5217,0.65,-0.65,1200.6,1214.4
1997-09-05,national,Saint-Denis Saint-Leu FC,RC France 92,1,1,1184.06,1183.78,0,0,0.5004,0.4996,-0.01,0.01,1184.05,1183.79
1997-09-05,national,Gazélec FC Ajaccio,Thouars Foot 79,1,0,1187.5,1200.54,0,0,0.4812,0.5188,15.56,-15.56,1203.06,1184.97
1997-09-05,national,Tours FC,SAS Épinal,1,2,1160.02,1198.44,0,0,0.4449,0.5551,-13.35,13.35,1146.68,1211.79
1997-09-05,national,Angers SCO,AS Angoulême Charente,0,0,1160.39,1228.56,0,0,0.4031,0.5969,2.91,-2.91,1163.3,1225.66
