date,competition,journee,equipe_dom,equipe_ext,buts_dom,buts_ext
2017-03-24,national,26,CS Sedan,Pau FC,2,0
2017-03-24,national,26,US Créteil-Lusitanos,Vendée Les Herbiers,2,3
2017-03-24,national,26,Paris FC,SAS Épinal,1,0
2017-03-24,national,26,CA Bastia,US Quevilly-Rouen,1,1
2017-03-24,national,26,Marseille Consolat,LB Châteauroux,1,3
2017-03-25,national,26,USL Dunkerque,US Concarneau,3,0
2017-03-31,national,27,Pau FC,Paris FC,1,1
2017-03-31,national,27,FC Chambly,USL Dunkerque,1,1
2017-03-31,national,27,US Boulogne,CA Bastia,0,0
2017-03-31,national,27,AS Lyon Duchère,CS Sedan,0,1
2017-03-31,national,27,US Concarneau,ASM Belfort,1,0
2017-03-31,national,27,LB Châteauroux,AS Béziers,1,2
2017-03-31,national,27,SAS Épinal,Marseille Consolat,2,4
2017-03-31,national,27,Vendée Les Herbiers,US Avranches,1,1
2017-03-31,ligue-2,31,Havre AC,Stade de Reims,1,1
2017-03-31,ligue-2,31,Tours FC,Red Star FC,3,1
2017-03-31,ligue-2,31,Chamois Niortais,AJ Auxerre,1,0
2017-03-31,ligue-2,31,Nîmes Olympique,Valenciennes FC,1,0
2017-03-31,ligue-2,31,Stade Lavallois,AC Ajaccio,1,1
2017-03-31,ligue-2,31,Gazélec FC Ajaccio,FC Bourg-Péronnas,2,3
2017-03-31,ligue-2,31,Amiens SC,Clermont Foot 63,0,1
2017-03-31,ligue-1,31,EA Guingamp,AS Nancy Lorraine,1,0
2017-03-31,ligue-2,31,ESTAC Troyes,US Orléans,4,2
2017-04-01,ligue-1,31,Olympique Marseille,Dijon FCO,1,1
2017-04-01,ligue-1,31,SC Bastia,Lille OSC,0,1
2017-04-01,ligue-2,31,RC Lens,Stade Brestois 29,0,2
2017-04-01,national,27,US Quevilly-Rouen,US Créteil-Lusitanos,1,0
2017-04-02,ligue-1,31,OGC Nice,Girondins Bordeaux,2,1
2017-04-02,ligue-1,31,FC Nantes,Angers SCO,2,1
2017-04-02,ligue-1,31,Stade Rennais,Olympique Lyonnais,1,1
2017-04-02,ligue-1,31,FC Lorient,SM Caen,1,0
2017-04-02,ligue-1,31,Montpellier HSC,Toulouse FC,0,1
2017-04-03,ligue-2,31,RC Strasbourg,FC Sochaux,2,0
2017-04-04,national,26,AS Béziers,FC Chambly,5,2
2017-04-05,ligue-1,16,FC Metz,Olympique Lyonnais,0,3
2017-04-07,national,28,AS Béziers,SAS Épinal,1,2
2017-04-07,national,28,Marseille Consolat,Pau FC,2,1
2017-04-07,national,28,CA Bastia,ASM Belfort,0,0
2017-04-07,national,28,Paris FC,AS Lyon Duchère,1,0
2017-04-07,national,28,US Créteil-Lusitanos,US Boulogne,0,1
2017-04-07,ligue-2,32,Valenciennes FC,ESTAC Troyes,2,0
2017-04-07,national,28,CS Sedan,Vendée Les Herbiers,1,1
2017-04-07,ligue-2,32,US Orléans,FC Bourg-Péronnas,1,0
2017-04-07,ligue-2,32,Havre AC,Stade Lavallois,2,0
2017-04-07,ligue-2,32,Clermont Foot 63,Nîmes Olympique,2,3
2017-04-07,ligue-2,32,Stade Brestois 29,Tours FC,1,1
2017-04-07,ligue-2,32,AJ Auxerre,Amiens SC,1,0
2017-04-07,ligue-1,32,Lille OSC,OGC Nice,1,2
2017-04-07,ligue-2,32,FC Sochaux,Chamois Niortais,2,2
2017-04-08,national,28,FC Chambly,US Concarneau,3,3
2017-04-08,national,28,US Avranches,US Quevilly-Rouen,0,1
2017-04-08,national,28,USL Dunkerque,LB Châteauroux,1,1
2017-04-08,ligue-2,32,Red Star FC,Gazélec FC Ajaccio,0,3
2017-04-08,ligue-1,32,AS Nancy Lorraine,Stade Rennais,3,0
2017-04-08,ligue-2,32,Stade de Reims,RC Strasbourg,1,1
2017-04-08,ligue-1,32,Dijon FCO,SC Bastia,1,2
2017-04-08,ligue-1,32,SM Caen,Montpellier HSC,0,2
2017-04-08,ligue-1,32,Girondins Bordeaux,FC Metz,3,0
2017-04-08,ligue-1,32,Angers SCO,AS Monaco,0,1
2017-04-08,ligue-1,32,Olympique Lyonnais,FC Lorient,1,4
2017-04-09,ligue-1,32,Toulouse FC,Olympique Marseille,0,0
2017-04-09,ligue-1,32,AS Saint-Étienne,FC Nantes,1,1
2017-04-09,ligue-1,32,Paris Saint-Germain,EA Guingamp,4,0
2017-04-10,ligue-2,32,AC Ajaccio,RC Lens,3,6
2017-04-14,national,29,LB Châteauroux,FC Chambly,1,1
2017-04-14,national,29,SAS Épinal,USL Dunkerque,1,0
2017-04-14,national,29,Pau FC,AS Béziers,0,1
2017-04-14,national,29,US Concarneau,CA Bastia,1,0
2017-04-14,national,29,Vendée Les Herbiers,Paris FC,0,1
2017-04-14,national,29,ASM Belfort,US Créteil-Lusitanos,1,0
2017-04-14,national,29,US Quevilly-Rouen,CS Sedan,2,0
2017-04-14,national,29,US Boulogne,US Avranches,1,2
2017-04-14,ligue-2,33,ESTAC Troyes,Red Star FC,3,2
2017-04-14,ligue-2,33,Tours FC,FC Sochaux,3,1
2017-04-14,ligue-2,33,Chamois Niortais,Stade Brestois 29,0,3
2017-04-14,ligue-2,33,Nîmes Olympique,US Orléans,2,0
2017-04-14,ligue-2,33,Stade Lavallois,Stade de Reims,5,2
2017-04-14,ligue-2,33,Gazélec FC Ajaccio,Clermont Foot 63,4,4
2017-04-14,ligue-2,33,FC Bourg-Péronnas,Valenciennes FC,0,2
2017-04-14,ligue-2,33,Amiens SC,Havre AC,2,0
2017-04-14,ligue-1,33,Angers SCO,Paris Saint-Germain,0,2
2017-04-15,national,29,AS Lyon Duchère,Marseille Consolat,1,1
2017-04-15,ligue-1,33,AS Monaco,Dijon FCO,2,1
2017-04-15,ligue-1,33,Stade Rennais,Lille OSC,2,0
2017-04-15,ligue-2,33,RC Lens,AJ Auxerre,0,1
2017-04-15,ligue-1,33,FC Metz,SM Caen,2,2
2017-04-15,ligue-1,33,EA Guingamp,Toulouse FC,2,1
2017-04-15,ligue-1,33,Montpellier HSC,FC Lorient,2,0
2017-04-15,ligue-1,33,OGC Nice,AS Nancy Lorraine,3,1
2017-04-16,ligue-1,33,FC Nantes,Girondins Bordeaux,0,1
2017-04-16,ligue-1,33,SC Bastia,Olympique Lyonnais,0,0
2017-04-16,ligue-1,33,Olympique Marseille,AS Saint-Étienne,4,0
2017-04-17,ligue-2,33,RC Strasbourg,AC Ajaccio,4,2
2017-04-18,ligue-1,31,FC Metz,Paris Saint-Germain,2,3
2017-04-21,national,30,FC Chambly,SAS Épinal,0,1
2017-04-21,national,30,USL Dunkerque,Pau FC,0,0
2017-04-21,national,30,AS Béziers,AS Lyon Duchère,2,3
2017-04-21,national,30,Marseille Consolat,Vendée Les Herbiers,1,1
2017-04-21,national,30,Paris FC,US Quevilly-Rouen,0,0
2017-04-21,national,30,US Créteil-Lusitanos,CA Bastia,2,1
2017-04-21,national,30,CS Sedan,US Boulogne,2,2
2017-04-21,national,30,US Avranches,ASM Belfort,2,1
2017-04-21,ligue-2,34,Valenciennes FC,US Orléans,4,0
2017-04-21,ligue-2,34,FC Sochaux,Gazélec FC Ajaccio,1,2
2017-04-21,ligue-2,34,Stade de Reims,Nîmes Olympique,1,1
2017-04-21,ligue-2,34,Red Star FC,FC Bourg-Péronnas,4,1
2017-04-21,ligue-2,34,Stade Lavallois,RC Strasbourg,1,2
2017-04-21,ligue-2,34,Clermont Foot 63,ESTAC Troyes,1,1
2017-04-21,ligue-2,34,AJ Auxerre,Tours FC,1,1
2017-04-21,ligue-2,34,AC Ajaccio,Chamois Niortais,3,1
2017-04-21,ligue-1,34,AS Nancy Lorraine,Olympique Marseille,0,0
2017-04-22,national,30,LB Châteauroux,US Concarneau,2,0
2017-04-22,ligue-1,34,FC Lorient,FC Metz,5,1
2017-04-22,ligue-1,34,Lille OSC,EA Guingamp,3,0
2017-04-22,ligue-2,34,Stade Brestois 29,Amiens SC,2,3
2017-04-22,ligue-1,34,SM Caen,FC Nantes,0,2
2017-04-22,ligue-1,34,Girondins Bordeaux,SC Bastia,2,0
2017-04-22,ligue-1,34,Dijon FCO,Angers SCO,3,2
2017-04-22,ligue-1,34,Paris Saint-Germain,Montpellier HSC,2,0
2017-04-23,ligue-1,34,Toulouse FC,OGC Nice,1,1
2017-04-23,ligue-1,34,AS Saint-Étienne,Stade Rennais,1,1
2017-04-23,ligue-1,34,Olympique Lyonnais,AS Monaco,1,2
2017-04-24,ligue-2,34,Havre AC,RC Lens,1,0
2017-04-27,national,31,Pau FC,FC Chambly,1,1
2017-04-28,national,31,SAS Épinal,LB Châteauroux,0,2
2017-04-28,national,31,AS Lyon Duchère,USL Dunkerque,4,1
2017-04-28,national,31,Vendée Les Herbiers,AS Béziers,1,1
2017-04-28,national,31,US Boulogne,Paris FC,0,1
2017-04-28,national,31,US Concarneau,US Créteil-Lusitanos,1,3
2017-04-28,national,31,ASM Belfort,CS Sedan,1,2
2017-04-28,national,31,CA Bastia,US Avranches,1,2
2017-04-28,ligue-2,35,Tours FC,Clermont Foot 63,3,0
2017-04-28,ligue-2,35,RC Strasbourg,Havre AC,2,0
2017-04-28,ligue-2,35,US Orléans,Red Star FC,4,0
2017-04-28,ligue-2,35,Chamois Niortais,Stade de Reims,0,3
2017-04-28,ligue-2,35,Nîmes Olympique,AJ Auxerre,0,1
2017-04-28,ligue-2,35,Gazélec FC Ajaccio,Valenciennes FC,1,0
2017-04-28,ligue-2,35,FC Bourg-Péronnas,FC Sochaux,0,1
2017-04-28,ligue-2,35,Amiens SC,AC Ajaccio,2,1
2017-04-28,ligue-1,35,Angers SCO,Olympique Lyonnais,1,2
2017-04-29,national,31,US Quevilly-Rouen,Marseille Consolat,0,2
2017-04-29,ligue-1,35,FC Nantes,FC Lorient,1,0
2017-04-29,ligue-1,35,Montpellier HSC,Lille OSC,0,3
2017-04-29,ligue-2,35,ESTAC Troyes,Stade Brestois 29,1,0
2017-04-29,ligue-1,35,EA Guingamp,AS Saint-Étienne,0,2
2017-04-29,ligue-1,35,SC Bastia,Stade Rennais,1,0
2017-04-29,ligue-1,35,AS Monaco,Toulouse FC,3,1
2017-04-29,ligue-1,35,FC Metz,AS Nancy Lorraine,2,1
2017-04-30,ligue-1,35,SM Caen,Olympique Marseille,1,5
2017-04-30,ligue-1,35,Dijon FCO,Girondins Bordeaux,0,0
2017-04-30,ligue-1,35,OGC Nice,Paris Saint-Germain,3,1
2017-05-01,ligue-2,35,RC Lens,Stade Lavallois,2,0
2017-05-04,national,32,CS Sedan,CA Bastia,7,1
2017-05-05,national,32,Paris FC,ASM Belfort,1,0
2017-05-05,national,32,SAS Épinal,US Concarneau,2,0
2017-05-05,national,32,LB Châteauroux,Pau FC,1,0
2017-05-05,national,32,FC Chambly,AS Lyon Duchère,2,1
2017-05-05,national,32,USL Dunkerque,Vendée Les Herbiers,2,1
2017-05-05,national,32,AS Béziers,US Quevilly-Rouen,2,1
2017-05-05,ligue-2,36,Valenciennes FC,Red Star FC,0,0
2017-05-05,national,32,US Avranches,US Créteil-Lusitanos,0,2
2017-05-05,ligue-2,36,Stade de Reims,US Orléans,0,2
2017-05-05,ligue-2,36,Havre AC,Chamois Niortais,0,0
2017-05-05,ligue-2,36,Stade Lavallois,Tours FC,1,3
2017-05-05,ligue-2,36,Clermont Foot 63,FC Bourg-Péronnas,2,3
2017-05-05,ligue-2,36,AJ Auxerre,ESTAC Troyes,2,3
2017-05-05,ligue-1,36,AS Saint-Étienne,Girondins Bordeaux,2,2
2017-05-05,ligue-2,36,FC Sochaux,Amiens SC,1,2
2017-05-06,national,32,Marseille Consolat,US Boulogne,4,1
2017-05-06,ligue-2,36,Stade Brestois 29,Nîmes Olympique,2,3
2017-05-06,ligue-1,36,Toulouse FC,SM Caen,0,1
2017-05-06,ligue-1,36,AS Nancy Lorraine,AS Monaco,0,3
2017-05-06,ligue-1,36,Lille OSC,FC Metz,0,2
2017-05-06,ligue-1,36,EA Guingamp,Dijon FCO,4,0
2017-05-06,ligue-1,36,Paris Saint-Germain,SC Bastia,5,0
2017-05-06,ligue-1,36,FC Lorient,Angers SCO,1,1
2017-05-07,ligue-1,36,Stade Rennais,Montpellier HSC,1,0
2017-05-07,ligue-1,36,Olympique Lyonnais,FC Nantes,3,2
2017-05-07,ligue-1,36,Olympique Marseille,OGC Nice,2,1
2017-05-08,ligue-2,36,AC Ajaccio,Gazélec FC Ajaccio,1,0
2017-05-08,ligue-2,36,RC Lens,RC Strasbourg,1,1
2017-05-12,national,33,ASM Belfort,Marseille Consolat,3,2
2017-05-12,national,33,US Créteil-Lusitanos,CS Sedan,1,0
2017-05-12,national,33,US Boulogne,AS Béziers,2,0
2017-05-12,national,33,US Avranches,US Concarneau,3,0
2017-05-12,national,33,Vendée Les Herbiers,FC Chambly,0,1
2017-05-12,national,33,AS Lyon Duchère,LB Châteauroux,0,2
2017-05-12,national,33,Pau FC,SAS Épinal,1,0
2017-05-12,national,33,US Quevilly-Rouen,USL Dunkerque,2,0
2017-05-12,ligue-2,37,Valenciennes FC,AJ Auxerre,0,0
2017-05-12,national,33,CA Bastia,Paris FC,1,0
2017-05-12,ligue-2,37,Tours FC,Havre AC,0,4
2017-05-12,ligue-2,37,Red Star FC,FC Sochaux,1,1
2017-05-12,ligue-2,37,ESTAC Troyes,Stade de Reims,2,0
2017-05-12,ligue-2,37,US Orléans,Clermont Foot 63,2,2
2017-05-12,ligue-2,37,Chamois Niortais,RC Strasbourg,2,2
2017-05-12,ligue-2,37,Nîmes Olympique,AC Ajaccio,3,1
2017-05-12,ligue-2,37,Gazélec FC Ajaccio,RC Lens,0,4
2017-05-12,ligue-2,37,FC Bourg-Péronnas,Stade Brestois 29,1,2
2017-05-12,ligue-2,37,Amiens SC,Stade Lavallois,3,0
2017-05-14,ligue-1,37,AS Saint-Étienne,Paris Saint-Germain,0,5
2017-05-14,ligue-1,37,OGC Nice,Angers SCO,0,2
2017-05-14,ligue-1,37,FC Nantes,EA Guingamp,4,1
2017-05-14,ligue-1,37,Montpellier HSC,Olympique Lyonnais,1,3
2017-05-14,ligue-1,37,AS Monaco,Lille OSC,4,0
2017-05-14,ligue-1,37,Dijon FCO,AS Nancy Lorraine,2,0
2017-05-14,ligue-1,37,SM Caen,Stade Rennais,0,1
2017-05-14,ligue-1,37,Girondins Bordeaux,Olympique Marseille,1,1
2017-05-14,ligue-1,37,SC Bastia,FC Lorient,2,0
2017-05-14,ligue-1,37,FC Metz,Toulouse FC,1,1
2017-05-17,ligue-1,31,AS Monaco,AS Saint-Étienne,2,0
2017-05-19,national,34,CS Sedan,US Avranches,1,4
2017-05-19,national,34,US Concarneau,Pau FC,0,3
2017-05-19,national,34,SAS Épinal,AS Lyon Duchère,2,1
2017-05-19,national,34,LB Châteauroux,Vendée Les Herbiers,1,1
2017-05-19,national,34,FC Chambly,US Quevilly-Rouen,4,0
2017-05-19,national,34,USL Dunkerque,US Boulogne,3,3
2017-05-19,national,34,Marseille Consolat,CA Bastia,3,2
2017-05-19,national,34,Paris FC,US Créteil-Lusitanos,2,0
2017-05-19,ligue-2,38,RC Strasbourg,FC Bourg-Péronnas,2,1
2017-05-19,national,34,AS Béziers,ASM Belfort,3,2
2017-05-19,ligue-2,38,Stade de Reims,Amiens SC,1,2
2017-05-19,ligue-2,38,RC Lens,Chamois Niortais,3,1
2017-05-19,ligue-2,38,Havre AC,US Orléans,4,1
2017-05-19,ligue-2,38,FC Sochaux,ESTAC Troyes,2,3
2017-05-19,ligue-2,38,Stade Lavallois,Nîmes Olympique,1,2
2017-05-19,ligue-2,38,Clermont Foot 63,Valenciennes FC,1,0
2017-05-19,ligue-2,38,Stade Brestois 29,Gazélec FC Ajaccio,6,2
2017-05-19,ligue-2,38,AJ Auxerre,Red Star FC,1,0
2017-05-19,ligue-2,38,AC Ajaccio,Tours FC,3,2
2017-05-20,ligue-1,38,Stade Rennais,AS Monaco,2,3
2017-05-20,ligue-1,38,Paris Saint-Germain,SM Caen,1,1
2017-05-20,ligue-1,38,AS Nancy Lorraine,AS Saint-Étienne,3,1
2017-05-20,ligue-1,38,Olympique Marseille,SC Bastia,1,0
2017-05-20,ligue-1,38,Toulouse FC,Dijon FCO,0,0
2017-05-20,ligue-1,38,FC Lorient,Girondins Bordeaux,1,1
2017-05-20,ligue-1,38,Lille OSC,FC Nantes,3,0
2017-05-20,ligue-1,38,EA Guingamp,FC Metz,1,0
2017-05-20,ligue-1,38,Angers SCO,Montpellier HSC,2,0
2017-05-20,ligue-1,38,Olympique Lyonnais,OGC Nice,3,3
2017-07-28,ligue-2,1,Valenciennes FC,Gazélec FC Ajaccio,1,1
2017-07-28,ligue-2,1,FC Sochaux,FC Bourg-Péronnas,2,0
2017-07-28,ligue-2,1,US Orléans,AS Nancy Lorraine,3,1
2017-07-28,ligue-2,1,Tours FC,Havre AC,0,3
2017-07-28,ligue-2,1,Nîmes Olympique,Stade de Reims,0,1
2017-07-28,ligue-2,1,Stade Brestois 29,LB Châteauroux,2,3
2017-07-28,ligue-2,1,Paris FC,Clermont Foot 63,0,0
2017-07-28,ligue-2,1,Chamois Niortais,AC Ajaccio,0,0
2017-07-29,ligue-2,1,FC Lorient,US Quevilly-Rouen,1,1
2017-07-31,ligue-2,1,AJ Auxerre,RC Lens,1,0
2017-08-04,national,1,US Boulogne,US Avranches,1,0
2017-08-04,national,1,Red Star FC,Pau FC,1,1
2017-08-04,national,1,Vendée Les Herbiers,AS Béziers,0,1
2017-08-04,national,1,Entente SSG,Grenoble Foot 38,0,3
2017-08-04,national,1,USL Dunkerque,Marseille Consolat,3,2
2017-08-04,national,1,US Créteil-Lusitanos,SO Cholet,0,5
2017-08-04,national,1,US Concarneau,Stade Lavallois,0,1
2017-08-04,national,1,FC Chambly,AS Lyon Duchère,0,1
2017-08-04,ligue-2,2,US Quevilly-Rouen,FC Sochaux,1,1
2017-08-04,ligue-2,2,FC Bourg-Péronnas,Paris FC,1,2
2017-08-04,ligue-2,2,RC Lens,Nîmes Olympique,1,2
2017-08-04,ligue-1,1,AS Monaco,Toulouse FC,3,2
2017-08-04,ligue-2,2,AC Ajaccio,Stade Brestois 29,2,1
2017-08-04,ligue-2,2,LB Châteauroux,Valenciennes FC,0,1
2017-08-04,ligue-2,2,AS Nancy Lorraine,Chamois Niortais,0,0
2017-08-04,ligue-2,2,Gazélec FC Ajaccio,FC Lorient,0,0
2017-08-04,ligue-2,2,Havre AC,AJ Auxerre,4,1
2017-08-04,ligue-2,2,Clermont Foot 63,Tours FC,2,0
2017-08-05,ligue-2,2,Stade de Reims,US Orléans,2,0
2017-08-05,ligue-1,1,Olympique Lyonnais,RC Strasbourg,4,0
2017-08-05,ligue-1,1,FC Metz,EA Guingamp,1,3
2017-08-05,ligue-1,1,Montpellier HSC,SM Caen,1,0
2017-08-05,ligue-1,1,AS Saint-Étienne,OGC Nice,1,0
2017-08-05,ligue-1,1,Paris Saint-Germain,Amiens SC,2,0
2017-08-05,ligue-1,1,ESTAC Troyes,Stade Rennais,1,1
2017-08-06,ligue-1,1,Angers SCO,Girondins Bordeaux,2,2
2017-08-06,ligue-1,1,Olympique Marseille,Dijon FCO,3,0
2017-08-06,ligue-1,1,Lille OSC,FC Nantes,3,0
2017-08-11,national,2,US Avranches,USL Dunkerque,1,1
2017-08-11,national,2,AS Lyon Duchère,Pau FC,2,1
2017-08-11,national,2,Stade Lavallois,Entente SSG,1,1
2017-08-11,national,2,Grenoble Foot 38,Rodez AF,1,1
2017-08-11,national,2,Marseille Consolat,US Créteil-Lusitanos,2,1
2017-08-11,national,2,SO Cholet,Red Star FC,1,2
2017-08-11,national,2,FC Chambly,Vendée Les Herbiers,0,2
2017-08-11,national,2,AS Béziers,US Concarneau,1,0
2017-08-11,ligue-2,3,Valenciennes FC,Clermont Foot 63,0,0
2017-08-11,ligue-2,3,US Quevilly-Rouen,FC Bourg-Péronnas,1,4
2017-08-11,ligue-2,3,US Orléans,AC Ajaccio,0,0
2017-08-11,ligue-2,3,Chamois Niortais,AJ Auxerre,2,0
2017-08-11,ligue-2,3,Stade Brestois 29,Gazélec FC Ajaccio,0,0
2017-08-11,ligue-2,3,Paris FC,Havre AC,0,3
2017-08-11,ligue-1,2,Stade Rennais,Olympique Lyonnais,1,2
2017-08-11,ligue-1,2,OGC Nice,ESTAC Troyes,1,2
2017-08-11,ligue-2,3,Tours FC,Stade de Reims,0,1
2017-08-12,ligue-1,2,SM Caen,AS Saint-Étienne,0,1
2017-08-12,ligue-1,2,Amiens SC,Angers SCO,0,2
2017-08-12,ligue-2,3,FC Sochaux,RC Lens,3,2
2017-08-12,ligue-1,2,Toulouse FC,Montpellier HSC,1,0
2017-08-12,ligue-1,2,FC Nantes,Olympique Marseille,0,1
2017-08-12,ligue-1,2,Girondins Bordeaux,FC Metz,2,0
2017-08-13,ligue-1,2,RC Strasbourg,Lille OSC,3,0
2017-08-13,ligue-1,2,Dijon FCO,AS Monaco,1,4
2017-08-13,ligue-1,2,EA Guingamp,Paris Saint-Germain,0,3
2017-08-14,ligue-2,3,FC Lorient,LB Châteauroux,3,0
2017-08-14,ligue-2,3,Nîmes Olympique,AS Nancy Lorraine,0,0
2017-08-17,national,3,Pau FC,SO Cholet,1,4
2017-08-18,national,3,US Boulogne,Grenoble Foot 38,0,1
2017-08-18,national,3,Entente SSG,AS Béziers,4,2
2017-08-18,national,3,Rodez AF,Stade Lavallois,1,0
2017-08-18,national,3,Vendée Les Herbiers,AS Lyon Duchère,1,0
2017-08-18,national,3,US Créteil-Lusitanos,US Avranches,2,0
2017-08-18,national,3,US Concarneau,FC Chambly,0,0
2017-08-18,ligue-2,4,Stade de Reims,FC Bourg-Péronnas,3,0
2017-08-18,ligue-1,3,FC Metz,AS Monaco,0,1
2017-08-18,ligue-2,4,AS Nancy Lorraine,FC Sochaux,2,2
2017-08-18,ligue-2,4,Havre AC,Valenciennes FC,1,0
2017-08-18,ligue-2,4,Gazélec FC Ajaccio,US Quevilly-Rouen,1,0
2017-08-18,ligue-2,4,Clermont Foot 63,FC Lorient,0,2
2017-08-18,ligue-2,4,AJ Auxerre,US Orléans,1,3
2017-08-18,ligue-2,4,AC Ajaccio,Paris FC,2,0
2017-08-18,ligue-2,4,Chamois Niortais,Tours FC,2,1
2017-08-19,national,3,Red Star FC,Marseille Consolat,2,0
2017-08-19,ligue-2,4,RC Lens,Stade Brestois 29,2,4
2017-08-19,ligue-1,3,OGC Nice,EA Guingamp,2,0
2017-08-19,ligue-1,3,Stade Rennais,Dijon FCO,2,2
2017-08-19,ligue-1,3,ESTAC Troyes,FC Nantes,0,1
2017-08-19,ligue-1,3,AS Saint-Étienne,Amiens SC,3,0
2017-08-19,ligue-1,3,Olympique Lyonnais,Girondins Bordeaux,3,3
2017-08-19,ligue-1,3,Montpellier HSC,RC Strasbourg,1,1
2017-08-20,ligue-1,3,Lille OSC,SM Caen,0,2
2017-08-20,ligue-1,3,Olympique Marseille,Angers SCO,1,1
2017-08-20,ligue-1,3,Paris Saint-Germain,Toulouse FC,6,2
2017-08-21,ligue-2,4,LB Châteauroux,Nîmes Olympique,1,0
2017-08-25,national,4,US Avranches,Red Star FC,1,3
2017-08-25,national,4,AS Lyon Duchère,SO Cholet,0,0
2017-08-25,national,4,Vendée Les Herbiers,US Concarneau,1,1
2017-08-25,national,4,Stade Lavallois,US Boulogne,1,0
2017-08-25,national,4,FC Chambly,Entente SSG,0,1
2017-08-25,national,4,AS Béziers,Rodez AF,1,1
2017-08-25,ligue-2,5,Valenciennes FC,Chamois Niortais,4,1
2017-08-25,national,4,Marseille Consolat,Pau FC,1,1
2017-08-25,ligue-2,5,FC Sochaux,LB Châteauroux,1,5
2017-08-25,ligue-1,4,Paris Saint-Germain,AS Saint-Étienne,3,0
2017-08-25,ligue-2,5,Paris FC,AJ Auxerre,2,1
2017-08-25,ligue-2,5,FC Bourg-Péronnas,Gazélec FC Ajaccio,2,0
2017-08-25,ligue-2,5,Tours FC,AC Ajaccio,1,3
2017-08-25,ligue-2,5,Stade Brestois 29,AS Nancy Lorraine,2,1
2017-08-25,ligue-2,5,Nîmes Olympique,Havre AC,1,0
2017-08-25,ligue-2,5,US Quevilly-Rouen,Clermont Foot 63,0,2
2017-08-26,national,4,Grenoble Foot 38,USL Dunkerque,2,1
2017-08-26,ligue-1,4,Dijon FCO,Montpellier HSC,2,1
2017-08-26,ligue-1,4,Toulouse FC,Stade Rennais,3,2
2017-08-26,ligue-1,4,Girondins Bordeaux,ESTAC Troyes,2,1
2017-08-26,ligue-1,4,Amiens SC,OGC Nice,3,0
2017-08-26,ligue-1,4,SM Caen,FC Metz,1,0
2017-08-26,ligue-2,5,FC Lorient,Stade de Reims,2,1
2017-08-26,ligue-1,4,FC Nantes,Olympique Lyonnais,0,0
2017-08-27,ligue-1,4,AS Monaco,Olympique Marseille,6,1
2017-08-27,ligue-1,4,Angers SCO,Lille OSC,1,1
2017-08-27,ligue-1,4,EA Guingamp,RC Strasbourg,2,0
2017-08-28,ligue-2,5,US Orléans,RC Lens,2,0
2017-09-01,national,5,Entente SSG,Vendée Les Herbiers,1,0
2017-09-01,national,5,US Boulogne,AS Béziers,1,1
2017-09-01,national,5,SO Cholet,Marseille Consolat,0,1
2017-09-01,national,5,US Concarneau,AS Lyon Duchère,2,3
2017-09-01,national,5,US Créteil-Lusitanos,Grenoble Foot 38,2,0
2017-09-01,national,5,Pau FC,US Avranches,2,0
2017-09-01,national,5,Rodez AF,FC Chambly,1,0
2017-09-02,national,5,USL Dunkerque,Stade Lavallois,1,1
2017-09-08,national,6,AS Béziers,USL Dunkerque,0,0
2017-09-08,national,6,FC Chambly,US Boulogne,2,2
2017-09-08,national,6,US Concarneau,Entente SSG,1,1
2017-09-08,national,6,US Avranches,SO Cholet,2,3
2017-09-08,national,6,Vendée Les Herbiers,Rodez AF,2,3
2017-09-08,national,6,AS Lyon Duchère,Marseille Consolat,1,1
2017-09-08,national,6,Stade Lavallois,US Créteil-Lusitanos,2,0
2017-09-08,ligue-2,6,Chamois Niortais,Paris FC,0,2
2017-09-08,ligue-2,6,AC Ajaccio,Nîmes Olympique,1,4
2017-09-08,ligue-2,6,Havre AC,US Orléans,1,1
2017-09-08,ligue-2,6,Gazélec FC Ajaccio,FC Sochaux,0,1
2017-09-08,ligue-2,6,Clermont Foot 63,FC Bourg-Péronnas,4,1
2017-09-08,ligue-2,6,LB Châteauroux,US Quevilly-Rouen,3,2
2017-09-08,ligue-2,6,AJ Auxerre,Tours FC,1,1
2017-09-08,ligue-2,6,AS Nancy Lorraine,Valenciennes FC,3,0
2017-09-08,ligue-1,5,FC Metz,Paris Saint-Germain,1,5
2017-09-08,ligue-1,5,Lille OSC,Girondins Bordeaux,0,0
2017-09-09,national,6,Grenoble Foot 38,Red Star FC,0,0
2017-09-09,ligue-1,5,SM Caen,Dijon FCO,2,1
2017-09-09,ligue-1,5,RC Strasbourg,Amiens SC,0,1
2017-09-09,ligue-2,6,RC Lens,FC Lorient,2,3
2017-09-09,ligue-1,5,ESTAC Troyes,Toulouse FC,0,0
2017-09-09,ligue-1,5,OGC Nice,AS Monaco,4,0
2017-09-09,ligue-1,5,Montpellier HSC,FC Nantes,0,1
2017-09-10,ligue-1,5,AS Saint-Étienne,Angers SCO,1,1
2017-09-10,ligue-1,5,Olympique Lyonnais,EA Guingamp,2,1
2017-09-10,ligue-1,5,Olympique Marseille,Stade Rennais,1,3
2017-09-11,ligue-2,6,Stade de Reims,Stade Brestois 29,0,1
2017-09-14,national,7,Pau FC,Grenoble Foot 38,0,0
2017-09-15,ligue-2,7,Valenciennes FC,RC Lens,1,0
2017-09-15,national,7,Rodez AF,US Concarneau,0,0
