2010-08-06,ligue-2,1,AC Ajaccio,Nîmes Olympique,1,0
2010-08-06,ligue-2,1,US Boulogne,Clermont Foot 63,1,1
2010-08-06,ligue-2,1,LB Châteauroux,FC Istres,0,0
2010-08-06,ligue-2,1,Dijon FCO,Angers SCO,0,0
2010-08-06,ligue-2,1,Grenoble Foot 38,Havre AC,1,0
2010-08-06,ligue-2,1,FC Metz,Évian Thonon Gaillard,0,2
2010-08-06,ligue-2,1,Stade de Reims,Stade Lavallois,1,1
2010-08-06,ligue-2,1,Tours FC,CS Sedan,4,3
2010-08-06,ligue-2,1,Vannes OC,ESTAC Troyes,1,0
2010-08-06,national,1,Gap FC,US Créteil-Lusitanos,1,2
2010-08-06,national,1,Paris FC,Luzenac Ariège Pyrénées,1,0
2010-08-06,national,1,EA Guingamp,FC Rouen 1899,1,0
2010-08-06,national,1,Chamois Niortais,Rodez AF,3,2
2010-08-07,ligue-1,1,AJ Auxerre,FC Lorient,2,2
2010-08-07,ligue-1,1,RC Lens,AS Nancy Lorraine,1,2
2010-08-07,ligue-1,1,Olympique Lyonnais,AS Monaco,0,0
2010-08-07,ligue-1,1,Olympique Marseille,SM Caen,1,2
2010-08-07,ligue-1,1,OGC Nice,Valenciennes FC,0,0
2010-08-07,ligue-1,1,Paris Saint-Germain,AS Saint-Étienne,3,1
2010-08-07,ligue-1,1,Stade Rennais,Lille OSC,1,1
2010-08-07,ligue-1,1,FC Sochaux,AC Arles-Avignon,2,1
2010-08-07,ligue-1,1,Toulouse FC,Stade Brestois 29,2,0
2010-08-07,national,1,SR Colmar,US Orléans,1,0
2010-08-07,national,1,Stade Plabennec,Pacy Vallée,1,3
2010-08-07,national,1,AS Beauvais,Étoile FC,1,1
2010-08-07,national,1,FC Gueugnon,UJA Alfortville,0,2
2010-08-07,national,1,SC Bastia,Amiens SC,1,0
2010-08-07,national,1,AS Cannes,Aviron Bayonnais,3,0
2010-08-08,ligue-1,1,Montpellier HSC,Girondins Bordeaux,1,0
2010-08-09,ligue-2,1,FC Nantes,Le Mans FC,0,2
2010-08-13,ligue-2,2,Angers SCO,US Boulogne,0,0
2010-08-13,ligue-2,2,Clermont Foot 63,Dijon FCO,2,2
2010-08-13,ligue-2,2,Évian Thonon Gaillard,Vannes OC,4,0
2010-08-13,ligue-2,2,FC Istres,Tours FC,1,0
2010-08-13,ligue-2,2,Stade Lavallois,FC Metz,1,0
2010-08-13,ligue-2,2,Havre AC,AC Ajaccio,2,0
2010-08-13,ligue-2,2,Le Mans FC,Stade de Reims,2,2
2010-08-13,ligue-2,2,Nîmes Olympique,LB Châteauroux,1,1
2010-08-13,ligue-2,2,ESTAC Troyes,FC Nantes,0,2
2010-08-13,ligue-2,2,CS Sedan,Grenoble Foot 38,1,0
2010-08-13,national,2,US Créteil-Lusitanos,FC Gueugnon,2,0
2010-08-13,national,2,FC Rouen 1899,Chamois Niortais,1,0
2010-08-13,national,2,Luzenac Ariège Pyrénées,Gap FC,3,0
2010-08-13,national,2,Amiens SC,SR Colmar,1,0
2010-08-13,national,2,US Orléans,Paris FC,1,1
2010-08-14,ligue-1,2,Stade Brestois 29,AJ Auxerre,1,1
2010-08-14,ligue-1,2,FC Lorient,OGC Nice,1,2
2010-08-14,ligue-1,2,AS Nancy Lorraine,Stade Rennais,0,3
2010-08-14,ligue-1,2,AS Saint-Étienne,FC Sochaux,3,2
2010-08-14,ligue-1,2,Valenciennes FC,Olympique Marseille,3,2
2010-08-14,ligue-1,2,AC Arles-Avignon,RC Lens,0,1
2010-08-14,national,2,UJA Alfortville,Stade Plabennec,0,2
2010-08-14,national,2,RC Strasbourg,AS Cannes,3,3
2010-08-14,national,2,Pacy Vallée,AS Beauvais,0,2
2010-08-14,national,2,Aviron Bayonnais,EA Guingamp,0,0
2010-08-14,national,2,Rodez AF,SC Bastia,0,0
2010-08-15,ligue-1,2,Girondins Bordeaux,Toulouse FC,1,2
2010-08-15,ligue-1,2,SM Caen,Olympique Lyonnais,3,2
2010-08-15,ligue-1,2,Lille OSC,Paris Saint-Germain,0,0
2010-08-16,ligue-2,3,FC Metz,ESTAC Troyes,0,1
2010-08-17,ligue-1,2,AS Monaco,Montpellier HSC,0,0
2010-08-17,ligue-2,3,AC Ajaccio,Le Mans FC,0,0
2010-08-17,ligue-2,3,US Boulogne,Nîmes Olympique,2,1
2010-08-17,ligue-2,3,LB Châteauroux,Havre AC,2,1
2010-08-17,ligue-2,3,Dijon FCO,CS Sedan,1,1
2010-08-17,ligue-2,3,Grenoble Foot 38,Angers SCO,0,2
2010-08-17,ligue-2,3,FC Nantes,Évian Thonon Gaillard,0,1
2010-08-17,ligue-2,3,Stade de Reims,FC Istres,0,0
2010-08-17,ligue-2,3,Tours FC,Clermont Foot 63,3,2
2010-08-17,ligue-2,3,Vannes OC,Stade Lavallois,2,1
2010-08-20,ligue-2,4,Clermont Foot 63,Angers SCO,1,2
2010-08-20,ligue-2,4,Évian Thonon Gaillard,Tours FC,1,2
2010-08-20,ligue-2,4,FC Istres,Dijon FCO,1,1
2010-08-20,ligue-2,4,Havre AC,Stade de Reims,2,1
2010-08-20,ligue-2,4,Le Mans FC,LB Châteauroux,0,2
2010-08-20,ligue-2,4,FC Metz,Vannes OC,1,0
2010-08-20,ligue-2,4,Nîmes Olympique,Grenoble Foot 38,1,0
2010-08-20,ligue-2,4,CS Sedan,US Boulogne,1,1
2010-08-20,ligue-2,4,ESTAC Troyes,AC Ajaccio,3,0
2010-08-20,ligue-2,4,Stade Lavallois,FC Nantes,0,0
2010-08-20,national,3,Gap FC,US Orléans,2,1
2010-08-20,national,3,EA Guingamp,RC Strasbourg,0,0
2010-08-20,national,3,AS Beauvais,UJA Alfortville,2,2
2010-08-21,ligue-1,3,RC Lens,AS Monaco,2,2
2010-08-21,ligue-1,3,Olympique Lyonnais,Stade Brestois 29,1,0
2010-08-21,ligue-1,3,Olympique Marseille,FC Lorient,2,0
2010-08-21,ligue-1,3,OGC Nice,AS Nancy Lorraine,1,1
2010-08-21,ligue-1,3,Stade Rennais,AS Saint-Étienne,0,0
2010-08-21,ligue-1,3,Toulouse FC,AC Arles-Avignon,2,1
2010-08-21,ligue-1,3,AJ Auxerre,Valenciennes FC,1,1
2010-08-21,national,3,SR Colmar,Rodez AF,1,0
2010-08-21,national,3,Chamois Niortais,Aviron Bayonnais,4,0
2010-08-21,national,3,Stade Plabennec,US Créteil-Lusitanos,1,0
2010-08-21,national,3,Étoile FC,Pacy Vallée,1,0
2010-08-21,national,3,Paris FC,Amiens SC,1,0
2010-08-21,national,3,SC Bastia,FC Rouen 1899,0,0
2010-08-21,national,3,FC Gueugnon,Luzenac Ariège Pyrénées,0,2
2010-08-22,ligue-1,3,Montpellier HSC,SM Caen,0,0
2010-08-22,ligue-1,3,FC Sochaux,Lille OSC,0,0
2010-08-22,ligue-1,3,Paris Saint-Germain,Girondins Bordeaux,1,2
2010-08-27,ligue-2,5,AC Ajaccio,FC Metz,0,0
2010-08-27,ligue-2,5,Angers SCO,CS Sedan,0,3
2010-08-27,ligue-2,5,US Boulogne,FC Istres,2,0
2010-08-27,ligue-2,5,Clermont Foot 63,Havre AC,2,1
2010-08-27,ligue-2,5,Dijon FCO,Nîmes Olympique,1,0
2010-08-27,ligue-2,5,FC Nantes,Vannes OC,2,0
2010-08-27,ligue-2,5,Stade de Reims,ESTAC Troyes,0,1
2010-08-27,ligue-2,5,Tours FC,Stade Lavallois,2,0
2010-08-27,national,4,FC Rouen 1899,SR Colmar,2,1
2010-08-27,national,4,US Orléans,FC Gueugnon,1,0
2010-08-27,national,4,US Créteil-Lusitanos,AS Beauvais,0,1
2010-08-28,ligue-1,4,AC Arles-Avignon,Stade Rennais,0,1
2010-08-28,ligue-1,4,FC Lorient,Olympique Lyonnais,2,0
2010-08-28,ligue-1,4,AS Nancy Lorraine,Toulouse FC,0,2
2010-08-28,ligue-1,4,AS Saint-Étienne,RC Lens,3,1
2010-08-28,ligue-1,4,Valenciennes FC,Montpellier HSC,0,1
2010-08-28,ligue-1,4,SM Caen,Stade Brestois 29,0,2
2010-08-28,national,4,RC Strasbourg,Chamois Niortais,0,0
2010-08-28,national,4,Aviron Bayonnais,SC Bastia,1,2
2010-08-28,national,4,AS Cannes,EA Guingamp,0,0
2010-08-28,national,4,Amiens SC,Gap FC,1,0
2010-08-28,national,4,Rodez AF,Paris FC,2,2
2010-08-28,national,4,UJA Alfortville,Étoile FC,1,2
2010-08-28,national,4,Luzenac Ariège Pyrénées,Stade Plabennec,2,0
2010-08-29,ligue-1,4,Lille OSC,OGC Nice,1,1
2010-08-29,ligue-1,4,AS Monaco,AJ Auxerre,2,0
2010-08-29,ligue-1,4,FC Sochaux,Paris Saint-Germain,3,1
2010-08-29,ligue-1,4,Girondins Bordeaux,Olympique Marseille,1,1
2010-08-30,ligue-2,5,LB Châteauroux,Évian Thonon Gaillard,0,1
2010-08-30,ligue-2,5,Grenoble Foot 38,Le Mans FC,0,1
2010-09-03,national,5,Gap FC,Rodez AF,4,0
2010-09-03,national,5,Chamois Niortais,AS Cannes,0,2
2010-09-04,national,5,Pacy Vallée,UJA Alfortville,1,0
2010-09-04,national,5,SR Colmar,Aviron Bayonnais,0,1
2010-09-04,national,5,Stade Plabennec,US Orléans,1,1
2010-09-04,national,5,Étoile FC,US Créteil-Lusitanos,3,0
2010-09-04,national,5,Paris FC,FC Rouen 1899,2,0
2010-09-04,national,5,AS Beauvais,Luzenac Ariège Pyrénées,0,0
2010-09-04,national,5,SC Bastia,RC Strasbourg,1,0
2010-09-04,national,5,FC Gueugnon,Amiens SC,1,2
2010-09-10,ligue-2,6,FC Istres,Grenoble Foot 38,0,1
2010-09-10,ligue-2,6,Stade Lavallois,LB Châteauroux,1,1
2010-09-10,ligue-2,6,Havre AC,Dijon FCO,2,1
2010-09-10,ligue-2,6,Le Mans FC,US Boulogne,1,1
2010-09-10,ligue-2,6,FC Metz,FC Nantes,1,1
2010-09-10,ligue-2,6,Nîmes Olympique,Angers SCO,2,0
2010-09-10,ligue-2,6,CS Sedan,Clermont Foot 63,4,0
2010-09-10,ligue-2,6,ESTAC Troyes,Tours FC,1,2
2010-09-10,ligue-2,6,Vannes OC,Stade de Reims,4,1
2010-09-10,national,6,Amiens SC,Stade Plabennec,1,0
2010-09-10,national,6,FC Rouen 1899,Gap FC,2,0
2010-09-10,national,6,Rodez AF,FC Gueugnon,0,2
2010-09-10,national,6,Luzenac Ariège Pyrénées,Étoile FC,0,1
2010-09-10,national,6,US Orléans,AS Beauvais,2,3
2010-09-10,national,6,AS Cannes,SC Bastia,2,1
2010-09-10,national,6,Aviron Bayonnais,Paris FC,0,0
2010-09-10,national,6,EA Guingamp,Chamois Niortais,2,0
2010-09-10,national,6,US Créteil-Lusitanos,Pacy Vallée,1,0
2010-09-11,ligue-1,5,AJ Auxerre,SM Caen,1,1
2010-09-11,ligue-1,5,Olympique Lyonnais,Valenciennes FC,1,1
2010-09-11,ligue-1,5,Montpellier HSC,AS Nancy Lorraine,1,2
2010-09-11,ligue-1,5,Paris Saint-Germain,AC Arles-Avignon,4,0
2010-09-11,ligue-1,5,Stade Rennais,FC Sochaux,2,1
2010-09-11,ligue-1,5,Toulouse FC,AS Saint-Étienne,0,1
2010-09-11,ligue-1,5,RC Lens,Lille OSC,1,4
2010-09-11,national,6,RC Strasbourg,SR Colmar,2,0
2010-09-12,ligue-1,5,Stade Brestois 29,FC Lorient,0,0
2010-09-12,ligue-1,5,OGC Nice,Girondins Bordeaux,2,1
2010-09-12,ligue-1,5,Olympique Marseille,AS Monaco,2,2
2010-09-13,ligue-2,6,Évian Thonon Gaillard,AC Ajaccio,1,1
2010-09-14,national,7,Gap FC,Aviron Bayonnais,4,0
2010-09-14,national,7,FC Gueugnon,FC Rouen 1899,0,0
2010-09-14,national,7,Paris FC,RC Strasbourg,2,2
2010-09-14,national,7,Stade Plabennec,Rodez AF,3,1
2010-09-14,national,7,Étoile FC,US Orléans,1,1
2010-09-14,national,7,Pacy Vallée,Luzenac Ariège Pyrénées,0,0
2010-09-14,national,7,AS Beauvais,Amiens SC,0,0
2010-09-14,national,7,UJA Alfortville,US Créteil-Lusitanos,1,1
2010-09-14,national,7,SC Bastia,EA Guingamp,2,0
2010-09-15,national,7,SR Colmar,AS Cannes,0,3
2010-09-17,ligue-2,7,AC Ajaccio,Vannes OC,3,0
2010-09-17,ligue-2,7,US Boulogne,Stade Lavallois,0,0
2010-09-17,ligue-2,7,LB Châteauroux,FC Metz,1,0
2010-09-17,ligue-2,7,Clermont Foot 63,Nîmes Olympique,2,0
2010-09-17,ligue-2,7,Dijon FCO,Évian Thonon Gaillard,5,1
2010-09-17,ligue-2,7,Grenoble Foot 38,ESTAC Troyes,0,2
2010-09-17,ligue-2,7,CS Sedan,Le Mans FC,2,1
2010-09-17,ligue-2,7,Tours FC,Havre AC,0,0
2010-09-18,ligue-1,6,FC Lorient,SM Caen,0,1
2010-09-18,ligue-1,6,AS Monaco,Toulouse FC,0,0
2010-09-18,ligue-1,6,AS Nancy Lorraine,Stade Brestois 29,0,2
2010-09-18,ligue-1,6,AS Saint-Étienne,Montpellier HSC,3,0
2010-09-18,ligue-1,6,FC Sochaux,OGC Nice,4,0
2010-09-18,ligue-1,6,Valenciennes FC,RC Lens,1,1
2010-09-18,ligue-1,6,AC Arles-Avignon,Olympique Marseille,0,3
2010-09-18,national,8,RC Strasbourg,Gap FC,2,1
2010-09-18,national,8,Chamois Niortais,SC Bastia,2,0
2010-09-18,national,8,Aviron Bayonnais,FC Gueugnon,0,0
2010-09-18,national,8,US Orléans,Pacy Vallée,2,0
2010-09-18,national,8,EA Guingamp,SR Colmar,2,0
2010-09-18,national,8,AS Cannes,Paris FC,0,0
2010-09-18,national,8,Amiens SC,Étoile FC,1,0
2010-09-18,national,8,Rodez AF,AS Beauvais,2,1
2010-09-18,national,8,FC Rouen 1899,Stade Plabennec,2,0
2010-09-18,national,8,Luzenac Ariège Pyrénées,UJA Alfortville,4,0
2010-09-19,ligue-1,6,Lille OSC,AJ Auxerre,1,0
2010-09-19,ligue-1,6,Paris Saint-Germain,Stade Rennais,0,0
2010-09-19,ligue-1,6,Girondins Bordeaux,Olympique Lyonnais,2,0
2010-09-19,ligue-2,7,Angers SCO,FC Istres,1,1
2010-09-20,ligue-2,7,Stade de Reims,FC Nantes,2,1
2010-09-24,ligue-2,8,FC Istres,Clermont Foot 63,2,2
2010-09-24,ligue-2,8,Stade Lavallois,AC Ajaccio,0,0
2010-09-24,ligue-2,8,Havre AC,Angers SCO,1,0
2010-09-24,ligue-2,8,Le Mans FC,Dijon FCO,2,2
2010-09-24,ligue-2,8,FC Metz,Stade de Reims,0,0
2010-09-24,ligue-2,8,FC Nantes,Grenoble Foot 38,2,1
2010-09-24,ligue-2,8,Nîmes Olympique,CS Sedan,2,0
2010-09-24,ligue-2,8,ESTAC Troyes,LB Châteauroux,3,1
2010-09-24,ligue-2,8,Vannes OC,Tours FC,0,0
2010-09-24,national,9,Gap FC,AS Cannes,2,3
2010-09-24,national,9,AS Beauvais,FC Rouen 1899,1,1
2010-09-24,national,9,Stade Plabennec,Aviron Bayonnais,2,0
2010-09-24,national,9,Étoile FC,Rodez AF,2,1
2010-09-24,national,9,SR Colmar,Chamois Niortais,0,3
2010-09-24,national,9,US Créteil-Lusitanos,Luzenac Ariège Pyrénées,3,0
2010-09-24,national,9,FC Gueugnon,RC Strasbourg,1,1
2010-09-24,national,9,UJA Alfortville,US Orléans,0,2
2010-09-24,national,9,Pacy Vallée,Amiens SC,2,1
2010-09-25,ligue-1,7,AJ Auxerre,AS Nancy Lorraine,2,2
2010-09-25,ligue-1,7,SM Caen,Girondins Bordeaux,0,0
2010-09-25,ligue-1,7,FC Lorient,AS Monaco,2,1
2010-09-25,ligue-1,7,Olympique Marseille,FC Sochaux,2,1
2010-09-25,ligue-1,7,Montpellier HSC,AC Arles-Avignon,3,1
2010-09-25,ligue-1,7,OGC Nice,Stade Rennais,1,2
2010-09-25,ligue-1,7,Olympique Lyonnais,AS Saint-Étienne,0,1
2010-09-25,national,9,Paris FC,EA Guingamp,1,1
2010-09-26,ligue-1,7,Stade Brestois 29,Valenciennes FC,1,0
2010-09-26,ligue-1,7,Toulouse FC,Lille OSC,1,1
2010-09-26,ligue-1,7,RC Lens,Paris Saint-Germain,0,2
2010-09-27,ligue-2,8,Évian Thonon Gaillard,US Boulogne,0,0
2010-09-28,national,10,AS Cannes,FC Gueugnon,2,1
2010-09-28,national,10,FC Rouen 1899,Étoile FC,1,1
2010-09-28,national,10,Rodez AF,Pacy Vallée,1,0
2010-09-28,national,10,Amiens SC,UJA Alfortville,3,1
2010-09-28,national,10,US Orléans,US Créteil-Lusitanos,0,0
2010-09-28,national,10,Aviron Bayonnais,AS Beauvais,0,1
2010-09-28,national,10,RC Strasbourg,Stade Plabennec,0,0
2010-09-28,national,10,SC Bastia,SR Colmar,3,0
2010-09-29,national,10,EA Guingamp,Gap FC,5,0
2010-09-29,national,10,Chamois Niortais,Paris FC,0,0
2010-10-01,ligue-2,9,AC Ajaccio,FC Nantes,2,3
2010-10-01,ligue-2,9,Angers SCO,Stade Lavallois,2,0
2010-10-01,ligue-2,9,US Boulogne,Havre AC,1,1
2010-10-01,ligue-2,9,LB Châteauroux,Stade de Reims,2,0
2010-10-01,ligue-2,9,Clermont Foot 63,Évian Thonon Gaillard,3,3
2010-10-01,ligue-2,9,Dijon FCO,ESTAC Troyes,0,1
2010-10-01,ligue-2,9,Grenoble Foot 38,Vannes OC,1,2
2010-10-01,ligue-2,9,Nîmes Olympique,Le Mans FC,1,2
2010-10-01,ligue-2,9,CS Sedan,FC Istres,5,1
2010-10-01,national,11,US Créteil-Lusitanos,Amiens SC,1,3
2010-10-02,ligue-1,8,AC Arles-Avignon,AJ Auxerre,0,4
2010-10-02,ligue-1,8,Girondins Bordeaux,FC Lorient,1,0
2010-10-02,ligue-1,8,AS Monaco,Stade Brestois 29,0,1
2010-10-02,ligue-1,8,AS Nancy Lorraine,Olympique Lyonnais,2,3
2010-10-02,ligue-1,8,FC Sochaux,RC Lens,3,0
2010-10-02,ligue-1,8,Valenciennes FC,SM Caen,2,1
2010-10-02,ligue-1,8,AS Saint-Étienne,Olympique Marseille,1,1
2010-10-02,national,11,Pacy Vallée,FC Rouen 1899,2,4
2010-10-02,national,11,FC Gueugnon,EA Guingamp,1,2
2010-10-02,national,11,Stade Plabennec,AS Cannes,0,0
2010-10-02,national,11,Gap FC,Chamois Niortais,1,1
2010-10-02,national,11,Étoile FC,Aviron Bayonnais,3,0
2010-10-02,national,11,AS Beauvais,RC Strasbourg,2,1
2010-10-02,national,11,UJA Alfortville,Rodez AF,0,2
2010-10-02,national,11,Luzenac Ariège Pyrénées,US Orléans,4,2
2010-10-03,ligue-1,8,Lille OSC,Montpellier HSC,3,1
2010-10-03,ligue-1,8,Paris Saint-Germain,OGC Nice,0,0
2010-10-03,ligue-1,8,Stade Rennais,Toulouse FC,3,1
2010-10-03,national,11,Paris FC,SC Bastia,1,2
2010-10-04,ligue-2,9,Tours FC,FC Metz,2,2
2010-10-08,national,12,EA Guingamp,Stade Plabennec,3,1
2010-10-08,national,12,FC Rouen 1899,UJA Alfortville,2,1
2010-10-08,national,12,Aviron Bayonnais,Pacy Vallée,0,1
2010-10-08,national,12,RC Strasbourg,Étoile FC,2,0
2010-10-08,national,12,Chamois Niortais,FC Gueugnon,3,0
2010-10-08,national,12,Rodez AF,US Créteil-Lusitanos,0,1
2010-10-08,national,12,Amiens SC,Luzenac Ariège Pyrénées,1,1
2010-10-08,national,12,SR Colmar,Paris FC,0,2
2010-10-08,national,12,AS Cannes,AS Beauvais,0,0
2010-10-08,national,12,SC Bastia,Gap FC,5,0
2010-10-13,national,13,FC Gueugnon,SC Bastia,1,4
2010-10-13,national,13,Gap FC,SR Colmar,2,2
2010-10-13,national,13,US Orléans,Amiens SC,0,0
2010-10-13,national,13,UJA Alfortville,Aviron Bayonnais,1,1
2010-10-13,national,13,Étoile FC,AS Cannes,0,0
2010-10-13,national,13,AS Beauvais,EA Guingamp,2,2
2010-10-13,national,13,Pacy Vallée,RC Strasbourg,0,0
2010-10-13,national,13,US Créteil-Lusitanos,FC Rouen 1899,0,0
2010-10-13,national,13,Stade Plabennec,Chamois Niortais,1,2
2010-10-13,national,13,Luzenac Ariège Pyrénées,Rodez AF,2,0
2010-10-15,ligue-2,10,Évian Thonon Gaillard,Angers SCO,0,0
2010-10-15,ligue-2,10,FC Istres,Nîmes Olympique,0,0
2010-10-15,ligue-2,10,Stade Lavallois,Grenoble Foot 38,3,0
2010-10-15,ligue-2,10,Havre AC,CS Sedan,1,1
2010-10-15,ligue-2,10,Le Mans FC,Clermont Foot 63,2,0
2010-10-15,ligue-2,10,FC Metz,Dijon FCO,3,1
2010-10-15,ligue-2,10,Stade de Reims,AC Ajaccio,1,1
2010-10-15,ligue-2,10,ESTAC Troyes,US Boulogne,1,1
2010-10-15,ligue-2,10,Vannes OC,LB Châteauroux,0,1
2010-10-15,ligue-2,10,FC Nantes,Tours FC,0,0
2010-10-16,ligue-1,9,AJ Auxerre,Girondins Bordeaux,0,1
2010-10-16,ligue-1,9,Stade Brestois 29,AC Arles-Avignon,0,0
2010-10-16,ligue-1,9,SM Caen,AS Monaco,0,0
2010-10-16,ligue-1,9,Olympique Marseille,AS Nancy Lorraine,1,0
2010-10-16,ligue-1,9,Montpellier HSC,FC Sochaux,2,0
2010-10-16,ligue-1,9,Toulouse FC,Paris Saint-Germain,0,2
2010-10-17,ligue-1,9,RC Lens,Stade Rennais,0,0
2010-10-17,ligue-1,9,FC Lorient,Valenciennes FC,2,1
2010-10-17,ligue-1,9,OGC Nice,AS Saint-Étienne,2,1
2010-10-17,ligue-1,9,Olympique Lyonnais,Lille OSC,3,1
2010-10-18,ligue-2,11,US Boulogne,FC Nantes,0,0
2010-10-19,ligue-2,11,Angers SCO,Le Mans FC,1,3
2010-10-19,ligue-2,11,LB Châteauroux,AC Ajaccio,1,2
2010-10-19,ligue-2,11,Clermont Foot 63,Stade Lavallois,2,0
2010-10-19,ligue-2,11,Dijon FCO,Vannes OC,4,1
2010-10-19,ligue-2,11,Grenoble Foot 38,FC Metz,1,0
2010-10-19,ligue-2,11,FC Istres,Havre AC,0,2
2010-10-19,ligue-2,11,Nîmes Olympique,Évian Thonon Gaillard,1,3
2010-10-19,ligue-2,11,CS Sedan,ESTAC Troyes,1,1
2010-10-19,ligue-2,11,Tours FC,Stade de Reims,2,1
2010-10-22,ligue-2,12,AC Ajaccio,Tours FC,2,0
2010-10-22,ligue-2,12,Stade Lavallois,Dijon FCO,2,0
2010-10-22,ligue-2,12,Le Mans FC,FC Istres,1,0
2010-10-22,ligue-2,12,FC Metz,Angers SCO,1,1
2010-10-22,ligue-2,12,FC Nantes,LB Châteauroux,1,1
2010-10-22,ligue-2,12,Stade de Reims,Grenoble Foot 38,4,1
2010-10-22,ligue-2,12,ESTAC Troyes,Clermont Foot 63,1,1
2010-10-22,ligue-2,12,Vannes OC,US Boulogne,0,0
2010-10-22,national,14,Chamois Niortais,AS Beauvais,1,2
2010-10-22,national,14,AS Cannes,Pacy Vallée,0,0
2010-10-22,national,14,FC Rouen 1899,Luzenac Ariège Pyrénées,0,0
2010-10-23,ligue-1,10,Girondins Bordeaux,Stade Brestois 29,0,2
2010-10-23,ligue-1,10,RC Lens,OGC Nice,1,0
2010-10-23,ligue-1,10,AS Monaco,Valenciennes FC,0,2
2010-10-23,ligue-1,10,AS Nancy Lorraine,FC Lorient,1,0
2010-10-23,ligue-1,10,Stade Rennais,Montpellier HSC,0,1
2010-10-23,ligue-1,10,AS Saint-Étienne,SM Caen,1,1
2010-10-23,ligue-1,10,FC Sochaux,Toulouse FC,1,3
2010-10-23,national,14,RC Strasbourg,UJA Alfortville,4,0
2010-10-23,national,14,SR Colmar,FC Gueugnon,0,0
2010-10-23,national,14,Aviron Bayonnais,US Créteil-Lusitanos,0,1
2010-10-23,national,14,Paris FC,Gap FC,1,0
2010-10-23,national,14,Rodez AF,US Orléans,1,0
2010-10-23,national,14,EA Guingamp,Étoile FC,3,1
2010-10-23,national,14,SC Bastia,Stade Plabennec,6,1
2010-10-24,ligue-1,10,AC Arles-Avignon,Olympique Lyonnais,1,1
2010-10-24,ligue-1,10,Paris Saint-Germain,AJ Auxerre,2,3
2010-10-24,ligue-1,10,Lille OSC,Olympique Marseille,1,3
2010-10-25,ligue-2,12,Évian Thonon Gaillard,CS Sedan,2,2
2010-10-25,ligue-2,12,Havre AC,Nîmes Olympique,0,0
2010-10-29,ligue-2,13,Angers SCO,ESTAC Troyes,3,0
2010-10-29,ligue-2,13,US Boulogne,Stade de Reims,1,0
2010-10-29,ligue-2,13,Clermont Foot 63,FC Metz,1,1
2010-10-29,ligue-2,13,Dijon FCO,FC Nantes,0,0
2010-10-29,ligue-2,13,Grenoble Foot 38,AC Ajaccio,1,1
2010-10-29,ligue-2,13,FC Istres,Évian Thonon Gaillard,1,1
2010-10-29,ligue-2,13,Havre AC,Le Mans FC,1,1
2010-10-29,ligue-2,13,Nîmes Olympique,Stade Lavallois,0,0
2010-10-29,ligue-2,13,CS Sedan,Vannes OC,4,0
2010-10-30,ligue-1,11,AJ Auxerre,OGC Nice,2,0
2010-10-30,ligue-1,11,Stade Brestois 29,AS Saint-Étienne,2,0
2010-10-30,ligue-1,11,SM Caen,AS Nancy Lorraine,2,3
2010-10-30,ligue-1,11,FC Lorient,AC Arles-Avignon,2,0
2010-10-30,ligue-1,11,Olympique Lyonnais,FC Sochaux,2,1
2010-10-30,ligue-1,11,Toulouse FC,RC Lens,1,1
2010-10-31,ligue-1,11,Valenciennes FC,Lille OSC,1,1
2010-10-31,ligue-1,11,Montpellier HSC,Paris Saint-Germain,1,1
2010-11-01,ligue-2,13,Tours FC,LB Châteauroux,2,0
2010-11-02,ligue-1,11,AS Monaco,Girondins Bordeaux,2,2
2010-11-05,ligue-2,14,AC Ajaccio,Dijon FCO,1,0
2010-11-05,ligue-2,14,LB Châteauroux,Grenoble Foot 38,4,3
2010-11-05,ligue-2,14,Évian Thonon Gaillard,Havre AC,1,1
2010-11-05,ligue-2,14,Stade Lavallois,CS Sedan,3,0
2010-11-05,ligue-2,14,FC Metz,Le Mans FC,0,1
2010-11-05,ligue-2,14,FC Nantes,Nîmes Olympique,2,1
2010-11-05,ligue-2,14,Stade de Reims,Angers SCO,2,0
2010-11-05,ligue-2,14,ESTAC Troyes,FC Istres,0,1
2010-11-05,ligue-2,14,Vannes OC,Clermont Foot 63,1,1
2010-11-05,national,15,US Orléans,FC Rouen 1899,2,2
2010-11-05,national,15,UJA Alfortville,AS Cannes,0,0
